Data,NomeDia,TCC Faturamento Realizado,TCC Faturamento Projetado Power BI
2022-03-24 00:00:00,QUINTA-FEIRA,R$ 20730,R$ 378889
2022-03-25 00:00:00,SEXTA-FEIRA,R$ 5144,R$ 370112
2022-03-26 00:00:00,SÁBADO,,R$ 355877
2022-03-27 00:00:00,DOMINGO,,R$ 342696
2022-03-28 00:00:00,SEGUNDA-FEIRA,R$ 5377,R$ 336410
2022-03-29 00:00:00,TERÇA-FEIRA,R$ 10404,R$ 335932
2022-03-30 00:00:00,QUARTA-FEIRA,R$ 5809,R$ 330736
2022-03-31 00:00:00,QUINTA-FEIRA,R$ 19611,R$ 339678
2022-04-01 00:00:00,SEXTA-FEIRA,R$ 15615,R$ 468443
2022-04-02 00:00:00,SÁBADO,,R$ 234222
2022-04-03 00:00:00,DOMINGO,,R$ 156148
2022-04-04 00:00:00,SEGUNDA-FEIRA,R$ 7635,R$ 174370
2022-04-05 00:00:00,TERÇA-FEIRA,R$ 7850,R$ 186597
2022-04-06 00:00:00,QUARTA-FEIRA,R$ 5673,R$ 183860
2022-04-07 00:00:00,QUINTA-FEIRA,R$ 11851,R$ 208384
2022-04-08 00:00:00,SEXTA-FEIRA,R$ 7990,R$ 212298
2022-04-09 00:00:00,SÁBADO,,R$ 188709
2022-04-10 00:00:00,DOMINGO,,R$ 169838
2022-04-11 00:00:00,SEGUNDA-FEIRA,R$ 11349,R$ 185352
2022-04-12 00:00:00,TERÇA-FEIRA,R$ 9794,R$ 194391
2022-04-13 00:00:00,QUARTA-FEIRA,R$ 27478,R$ 242849
2022-04-14 00:00:00,QUINTA-FEIRA,R$ 12000,R$ 251216
2022-04-15 00:00:00,SEXTA-FEIRA,,R$ 234468
2022-04-16 00:00:00,SÁBADO,,R$ 219814
2022-04-17 00:00:00,DOMINGO,,R$ 206884
2022-04-18 00:00:00,SEGUNDA-FEIRA,R$ 2536,R$ 199617
2022-04-19 00:00:00,TERÇA-FEIRA,R$ 7589,R$ 201093
2022-04-20 00:00:00,QUARTA-FEIRA,R$ 11963,R$ 208983
2022-04-21 00:00:00,QUINTA-FEIRA,R$ 21440,R$ 229661
2022-04-22 00:00:00,SEXTA-FEIRA,R$ 8506,R$ 230821
2022-04-23 00:00:00,SÁBADO,R$ 726,R$ 221732
2022-04-24 00:00:00,DOMINGO,,R$ 212493
2022-04-25 00:00:00,SEGUNDA-FEIRA,,R$ 203993
2022-04-26 00:00:00,TERÇA-FEIRA,R$ 20576,R$ 219889
2022-04-27 00:00:00,QUARTA-FEIRA,R$ 13539,R$ 226788
2022-04-28 00:00:00,QUINTA-FEIRA,R$ 4521,R$ 223532
2022-04-29 00:00:00,SEXTA-FEIRA,R$ 3203,R$ 219138
2022-04-30 00:00:00,SÁBADO,R$ 558,R$ 212391
2022-05-02 00:00:00,SEGUNDA-FEIRA,R$ 1753,R$ 27165
2022-05-03 00:00:00,TERÇA-FEIRA,R$ 23930,R$ 265384
2022-05-04 00:00:00,QUARTA-FEIRA,R$ 29813,R$ 430091
2022-05-05 00:00:00,QUINTA-FEIRA,R$ 8842,R$ 398896
2022-05-06 00:00:00,SEXTA-FEIRA,R$ 5691,R$ 361817
2022-05-07 00:00:00,SÁBADO,,R$ 310129
2022-05-08 00:00:00,DOMINGO,,R$ 271363
2022-05-09 00:00:00,SEGUNDA-FEIRA,R$ 1416,R$ 246088
2022-05-10 00:00:00,TERÇA-FEIRA,R$ 14239,R$ 265621
2022-05-11 00:00:00,QUARTA-FEIRA,R$ 9539,R$ 268357
2022-05-12 00:00:00,QUINTA-FEIRA,R$ 9539,R$ 270635
2022-05-13 00:00:00,SEXTA-FEIRA,R$ 7135,R$ 266830
2022-05-14 00:00:00,SÁBADO,,R$ 247771
2022-05-15 00:00:00,DOMINGO,,R$ 231253
2022-05-16 00:00:00,SEGUNDA-FEIRA,R$ 1284,R$ 219288
2022-05-17 00:00:00,TERÇA-FEIRA,R$ 8833,R$ 222497
2022-05-18 00:00:00,QUARTA-FEIRA,R$ 9195,R$ 225972
2022-05-19 00:00:00,QUINTA-FEIRA,R$ 16323,R$ 240711
2022-05-20 00:00:00,SEXTA-FEIRA,R$ 4468,R$ 235600
2022-05-21 00:00:00,SÁBADO,,R$ 224381
2022-05-22 00:00:00,DOMINGO,,R$ 214182
2022-05-23 00:00:00,SEGUNDA-FEIRA,R$ 7066,R$ 214393
2022-05-24 00:00:00,TERÇA-FEIRA,R$ 16383,R$ 226621
2022-05-25 00:00:00,QUARTA-FEIRA,R$ 4741,R$ 223435
2022-05-26 00:00:00,QUINTA-FEIRA,R$ 14405,R$ 232016
2022-05-27 00:00:00,SEXTA-FEIRA,R$ 4384,R$ 228456
2022-05-28 00:00:00,SÁBADO,,R$ 220297
2022-05-29 00:00:00,DOMINGO,,R$ 212701
2022-05-30 00:00:00,SEGUNDA-FEIRA,R$ 1310,R$ 206965
2022-05-31 00:00:00,TERÇA-FEIRA,R$ 16322,R$ 216610
2022-06-01 00:00:00,QUARTA-FEIRA,R$ 7145,R$ 214359
2022-06-02 00:00:00,QUINTA-FEIRA,R$ 4302,R$ 171708
2022-06-03 00:00:00,SEXTA-FEIRA,R$ 3658,R$ 151052
2022-06-04 00:00:00,SÁBADO,,R$ 113289
2022-06-05 00:00:00,DOMINGO,,R$ 90632
2022-06-06 00:00:00,SEGUNDA-FEIRA,R$ 675,R$ 78901
2022-06-07 00:00:00,TERÇA-FEIRA,R$ 9539,R$ 108512
2022-06-08 00:00:00,QUARTA-FEIRA,R$ 8402,R$ 126456
2022-06-09 00:00:00,QUINTA-FEIRA,R$ 9774,R$ 144984
2022-06-10 00:00:00,SEXTA-FEIRA,R$ 5719,R$ 147643
2022-06-11 00:00:00,SÁBADO,R$ 1207,R$ 137512
2022-06-12 00:00:00,DOMINGO,,R$ 126053
2022-06-13 00:00:00,SEGUNDA-FEIRA,R$ 6048,R$ 130313
2022-06-14 00:00:00,TERÇA-FEIRA,R$ 17935,R$ 159437
2022-06-15 00:00:00,QUARTA-FEIRA,R$ 7557,R$ 163922
2022-06-16 00:00:00,QUINTA-FEIRA,,R$ 153677
2022-06-17 00:00:00,SEXTA-FEIRA,R$ 9288,R$ 161027
2022-06-18 00:00:00,SÁBADO,,R$ 152081
2022-06-19 00:00:00,DOMINGO,,R$ 144077
2022-06-20 00:00:00,SEGUNDA-FEIRA,,R$ 136873
2022-06-21 00:00:00,TERÇA-FEIRA,R$ 15593,R$ 152631
2022-06-22 00:00:00,QUARTA-FEIRA,R$ 17783,R$ 169943
2022-06-23 00:00:00,QUINTA-FEIRA,R$ 4707,R$ 168693
2022-06-24 00:00:00,SEXTA-FEIRA,R$ 8701,R$ 172540
2022-06-25 00:00:00,SÁBADO,,R$ 165638
2022-06-26 00:00:00,DOMINGO,,R$ 159268
2022-06-27 00:00:00,SEGUNDA-FEIRA,R$ 4836,R$ 158743
2022-06-28 00:00:00,TERÇA-FEIRA,R$ 17186,R$ 171487
2022-06-29 00:00:00,QUARTA-FEIRA,R$ 5912,R$ 171689
2022-06-30 00:00:00,QUINTA-FEIRA,R$ 38502,R$ 204468
2022-07-01 00:00:00,SEXTA-FEIRA,R$ 7410,R$ 229716
2022-07-02 00:00:00,SÁBADO,,R$ 114858
2022-07-03 00:00:00,DOMINGO,,R$ 76572
2022-07-04 00:00:00,SEGUNDA-FEIRA,R$ 4703,R$ 93876
2022-07-05 00:00:00,TERÇA-FEIRA,R$ 15529,R$ 171380
2022-07-06 00:00:00,QUARTA-FEIRA,R$ 17141,R$ 231378
2022-07-07 00:00:00,QUINTA-FEIRA,R$ 16776,R$ 272618
2022-07-08 00:00:00,SEXTA-FEIRA,R$ 16807,R$ 303669
2022-07-09 00:00:00,SÁBADO,,R$ 269928
2022-07-10 00:00:00,DOMINGO,,R$ 242935
2022-07-11 00:00:00,SEGUNDA-FEIRA,R$ 3372,R$ 230353
2022-07-12 00:00:00,TERÇA-FEIRA,R$ 20613,R$ 264408
2022-07-13 00:00:00,QUARTA-FEIRA,R$ 27615,R$ 309921
2022-07-14 00:00:00,QUINTA-FEIRA,R$ 15646,R$ 322428
2022-07-15 00:00:00,SEXTA-FEIRA,R$ 3881,R$ 308953
2022-07-16 00:00:00,SÁBADO,R$ 513,R$ 290637
2022-07-17 00:00:00,DOMINGO,,R$ 273541
2022-07-18 00:00:00,SEGUNDA-FEIRA,R$ 6800,R$ 270055
2022-07-19 00:00:00,TERÇA-FEIRA,R$ 14658,R$ 279757
2022-07-20 00:00:00,QUARTA-FEIRA,R$ 31399,R$ 314438
2022-07-21 00:00:00,QUINTA-FEIRA,R$ 12201,R$ 317476
2022-07-22 00:00:00,SEXTA-FEIRA,R$ 17092,R$ 327130
2022-07-23 00:00:00,SÁBADO,,R$ 312906
2022-07-24 00:00:00,DOMINGO,,R$ 299869
2022-07-25 00:00:00,SEGUNDA-FEIRA,R$ 8893,R$ 298901
2022-07-26 00:00:00,TERÇA-FEIRA,R$ 16890,R$ 307543
2022-07-27 00:00:00,QUARTA-FEIRA,R$ 20788,R$ 320020
2022-07-28 00:00:00,QUINTA-FEIRA,R$ 38431,R$ 351139
2022-07-29 00:00:00,SEXTA-FEIRA,R$ 6725,R$ 346220
2022-07-30 00:00:00,SÁBADO,,R$ 334679
2022-07-31 00:00:00,DOMINGO,,R$ 323883
2022-08-01 00:00:00,SEGUNDA-FEIRA,R$ 6765,R$ 209722
2022-08-02 00:00:00,TERÇA-FEIRA,R$ 16862,R$ 366229
2022-08-03 00:00:00,QUARTA-FEIRA,R$ 25297,R$ 505553
2022-08-04 00:00:00,QUINTA-FEIRA,R$ 13997,R$ 487644
2022-08-05 00:00:00,SEXTA-FEIRA,R$ 10073,R$ 452565
2022-08-06 00:00:00,SÁBADO,,R$ 377138
2022-08-07 00:00:00,DOMINGO,,R$ 323261
2022-08-08 00:00:00,SEGUNDA-FEIRA,R$ 10273,R$ 322663
2022-08-09 00:00:00,TERÇA-FEIRA,R$ 16816,R$ 344733
2022-08-10 00:00:00,QUARTA-FEIRA,R$ 19536,R$ 370822
2022-08-11 00:00:00,QUINTA-FEIRA,R$ 26291,R$ 411203
2022-08-12 00:00:00,SEXTA-FEIRA,R$ 17689,R$ 422634
2022-08-13 00:00:00,SÁBADO,,R$ 390124
2022-08-14 00:00:00,DOMINGO,,R$ 362258
2022-08-15 00:00:00,SEGUNDA-FEIRA,R$ 2700,R$ 343688
2022-08-16 00:00:00,TERÇA-FEIRA,R$ 21148,R$ 363181
2022-08-17 00:00:00,QUARTA-FEIRA,R$ 24761,R$ 386970
2022-08-18 00:00:00,QUINTA-FEIRA,R$ 22514,R$ 404245
2022-08-19 00:00:00,SEXTA-FEIRA,R$ 20703,R$ 416748
2022-08-20 00:00:00,SÁBADO,,R$ 395910
2022-08-21 00:00:00,DOMINGO,,R$ 377058
2022-08-22 00:00:00,SEGUNDA-FEIRA,R$ 9239,R$ 372937
2022-08-23 00:00:00,TERÇA-FEIRA,R$ 23081,R$ 387832
2022-08-24 00:00:00,QUARTA-FEIRA,R$ 18505,R$ 395574
2022-08-25 00:00:00,QUINTA-FEIRA,R$ 29137,R$ 415881
2022-08-26 00:00:00,SEXTA-FEIRA,R$ 14605,R$ 417299
2022-08-27 00:00:00,SÁBADO,,R$ 401844
2022-08-28 00:00:00,DOMINGO,,R$ 387492
2022-08-29 00:00:00,SEGUNDA-FEIRA,R$ 35388,R$ 411959
2022-08-30 00:00:00,TERÇA-FEIRA,R$ 14607,R$ 413321
2022-08-31 00:00:00,QUARTA-FEIRA,R$ 54418,R$ 454406
2022-09-01 00:00:00,QUINTA-FEIRA,R$ 11208,R$ 336236
2022-09-02 00:00:00,SEXTA-FEIRA,R$ 9117,R$ 304870
2022-09-03 00:00:00,SÁBADO,,R$ 203247
2022-09-04 00:00:00,DOMINGO,,R$ 152435
2022-09-05 00:00:00,SEGUNDA-FEIRA,R$ 18588,R$ 233475
2022-09-06 00:00:00,TERÇA-FEIRA,R$ 3208,R$ 210601
2022-09-07 00:00:00,QUARTA-FEIRA,R$ 10790,R$ 226759
2022-09-08 00:00:00,QUINTA-FEIRA,R$ 35496,R$ 331525
2022-09-09 00:00:00,SEXTA-FEIRA,R$ 19698,R$ 360348
2022-09-10 00:00:00,SÁBADO,R$ 2325,R$ 331290
2022-09-11 00:00:00,DOMINGO,,R$ 301173
2022-09-12 00:00:00,SEGUNDA-FEIRA,R$ 18753,R$ 322957
2022-09-13 00:00:00,TERÇA-FEIRA,R$ 38925,R$ 387942
2022-09-14 00:00:00,QUARTA-FEIRA,R$ 42221,R$ 450705
2022-09-15 00:00:00,QUINTA-FEIRA,R$ 18625,R$ 457908
2022-09-16 00:00:00,SEXTA-FEIRA,R$ 20371,R$ 467485
2022-09-17 00:00:00,SÁBADO,R$ 8980,R$ 455833
2022-09-18 00:00:00,DOMINGO,R$ 5933,R$ 440397
2022-09-19 00:00:00,SEGUNDA-FEIRA,R$ 23660,R$ 454576
2022-09-20 00:00:00,TERÇA-FEIRA,,R$ 431847
2022-09-21 00:00:00,QUARTA-FEIRA,R$ 36150,R$ 462925
2022-09-22 00:00:00,QUINTA-FEIRA,R$ 26256,R$ 477687
2022-09-23 00:00:00,SEXTA-FEIRA,R$ 6263,R$ 465087
2022-09-24 00:00:00,SÁBADO,,R$ 445709
2022-09-25 00:00:00,DOMINGO,,R$ 427880
2022-09-26 00:00:00,SEGUNDA-FEIRA,R$ 41562,R$ 459380
2022-09-27 00:00:00,TERÇA-FEIRA,R$ 27071,R$ 472445
2022-09-28 00:00:00,QUARTA-FEIRA,R$ 20042,R$ 477045
2022-09-29 00:00:00,QUINTA-FEIRA,R$ 19592,R$ 480863
2022-09-30 00:00:00,SEXTA-FEIRA,R$ 67471,R$ 532305
2022-10-03 00:00:00,SEGUNDA-FEIRA,R$ 10825,R$ 111857
2022-10-04 00:00:00,TERÇA-FEIRA,R$ 15070,R$ 200684
2022-10-05 00:00:00,QUARTA-FEIRA,R$ 36082,R$ 384255
2022-10-06 00:00:00,QUINTA-FEIRA,R$ 16797,R$ 406996
2022-10-07 00:00:00,SEXTA-FEIRA,R$ 6490,R$ 377595
2022-10-08 00:00:00,SÁBADO,,R$ 330396
2022-10-09 00:00:00,DOMINGO,,R$ 293685
2022-10-10 00:00:00,SEGUNDA-FEIRA,R$ 16753,R$ 316252
2022-10-11 00:00:00,TERÇA-FEIRA,R$ 8124,R$ 310396
2022-10-12 00:00:00,QUARTA-FEIRA,,R$ 284530
2022-10-13 00:00:00,QUINTA-FEIRA,R$ 55253,R$ 394400
2022-10-14 00:00:00,SEXTA-FEIRA,R$ 40778,R$ 456523
2022-10-15 00:00:00,SÁBADO,,R$ 426088
2022-10-16 00:00:00,DOMINGO,,R$ 399458
2022-10-17 00:00:00,SEGUNDA-FEIRA,R$ 10175,R$ 394515
2022-10-18 00:00:00,TERÇA-FEIRA,R$ 14885,R$ 398232
2022-10-19 00:00:00,QUARTA-FEIRA,R$ 61718,R$ 477971
2022-10-20 00:00:00,QUINTA-FEIRA,R$ 21390,R$ 487227
2022-10-21 00:00:00,SEXTA-FEIRA,R$ 10393,R$ 479367
2022-10-22 00:00:00,SÁBADO,R$ 1259,R$ 459351
2022-10-23 00:00:00,DOMINGO,,R$ 439379
2022-10-24 00:00:00,SEGUNDA-FEIRA,R$ 38104,R$ 470289
2022-10-25 00:00:00,TERÇA-FEIRA,R$ 41374,R$ 502781
2022-10-26 00:00:00,QUARTA-FEIRA,R$ 42001,R$ 533521
2022-10-27 00:00:00,QUINTA-FEIRA,R$ 27703,R$ 545567
2022-10-28 00:00:00,SEXTA-FEIRA,R$ 3833,R$ 530327
2022-10-29 00:00:00,SÁBADO,,R$ 512040
2022-10-30 00:00:00,DOMINGO,,R$ 494972
2022-10-31 00:00:00,SEGUNDA-FEIRA,R$ 60287,R$ 539292
2022-11-01 00:00:00,TERÇA-FEIRA,R$ 12599,R$ 377984
2022-11-02 00:00:00,QUARTA-FEIRA,R$ 36614,R$ 738199
2022-11-03 00:00:00,QUINTA-FEIRA,R$ 23716,R$ 729293
2022-11-04 00:00:00,SEXTA-FEIRA,R$ 17461,R$ 677924
2022-11-05 00:00:00,SÁBADO,R$ 2040,R$ 554576
2022-11-06 00:00:00,DOMINGO,,R$ 462147
2022-11-07 00:00:00,SEGUNDA-FEIRA,R$ 40263,R$ 568682
2022-11-08 00:00:00,TERÇA-FEIRA,R$ 25387,R$ 592799
2022-11-09 00:00:00,QUARTA-FEIRA,R$ 36654,R$ 649111
2022-11-10 00:00:00,QUINTA-FEIRA,R$ 26757,R$ 664471
2022-11-11 00:00:00,SEXTA-FEIRA,R$ 24201,R$ 670067
2022-11-12 00:00:00,SÁBADO,,R$ 614228
2022-11-13 00:00:00,DOMINGO,,R$ 566980
2022-11-14 00:00:00,SEGUNDA-FEIRA,R$ 373,R$ 527280
2022-11-15 00:00:00,TERÇA-FEIRA,R$ 5228,R$ 502585
2022-11-16 00:00:00,QUARTA-FEIRA,R$ 53305,R$ 571119
2022-11-17 00:00:00,QUINTA-FEIRA,R$ 27419,R$ 585910
2022-11-18 00:00:00,SEXTA-FEIRA,R$ 9047,R$ 568437
2022-11-19 00:00:00,SÁBADO,R$ 438,R$ 539211
2022-11-20 00:00:00,DOMINGO,,R$ 512251
2022-11-21 00:00:00,SEGUNDA-FEIRA,R$ 26612,R$ 525875
2022-11-22 00:00:00,TERÇA-FEIRA,R$ 65465,R$ 591242
2022-11-23 00:00:00,QUARTA-FEIRA,R$ 48198,R$ 628403
2022-11-24 00:00:00,QUINTA-FEIRA,R$ 43316,R$ 656365
2022-11-25 00:00:00,SEXTA-FEIRA,R$ 24144,R$ 659083
2022-11-26 00:00:00,SÁBADO,,R$ 633734
2022-11-27 00:00:00,DOMINGO,,R$ 610262
2022-11-28 00:00:00,SEGUNDA-FEIRA,R$ 27347,R$ 617767
2022-11-29 00:00:00,TERÇA-FEIRA,R$ 17829,R$ 614908
2022-11-30 00:00:00,QUARTA-FEIRA,R$ 71047,R$ 665458
2022-12-01 00:00:00,QUINTA-FEIRA,R$ 8195,R$ 254044
2022-12-02 00:00:00,SEXTA-FEIRA,R$ 18798,R$ 418387
2022-12-03 00:00:00,SÁBADO,,R$ 278924
2022-12-04 00:00:00,DOMINGO,,R$ 209193
2022-12-05 00:00:00,SEGUNDA-FEIRA,R$ 10873,R$ 234767
2022-12-06 00:00:00,TERÇA-FEIRA,R$ 52638,R$ 467605
2022-12-07 00:00:00,QUARTA-FEIRA,R$ 47772,R$ 612366
2022-12-08 00:00:00,QUINTA-FEIRA,R$ 19139,R$ 609986
2022-12-09 00:00:00,SEXTA-FEIRA,R$ 30258,R$ 646433
2022-12-10 00:00:00,SÁBADO,R$ 2277,R$ 588848
2022-12-11 00:00:00,DOMINGO,,R$ 535317
2022-12-12 00:00:00,SEGUNDA-FEIRA,R$ 13354,R$ 525205
2022-12-13 00:00:00,TERÇA-FEIRA,R$ 36982,R$ 572993
2022-12-14 00:00:00,QUARTA-FEIRA,R$ 58281,R$ 661115
2022-12-15 00:00:00,QUINTA-FEIRA,R$ 86044,R$ 794865
2022-12-16 00:00:00,SEXTA-FEIRA,R$ 32040,R$ 807264
2022-12-17 00:00:00,SÁBADO,,R$ 759778
2022-12-18 00:00:00,DOMINGO,,R$ 717568
2022-12-19 00:00:00,SEGUNDA-FEIRA,R$ 33629,R$ 734670
2022-12-20 00:00:00,TERÇA-FEIRA,R$ 43087,R$ 764721
2022-12-21 00:00:00,QUARTA-FEIRA,R$ 102726,R$ 879949
2022-12-22 00:00:00,QUINTA-FEIRA,R$ 28291,R$ 879816
2022-12-23 00:00:00,SEXTA-FEIRA,R$ 22484,R$ 871867
2022-12-24 00:00:00,SÁBADO,,R$ 835539
2022-12-25 00:00:00,DOMINGO,,R$ 802118
2022-12-26 00:00:00,SEGUNDA-FEIRA,R$ 61535,R$ 844636
2022-12-27 00:00:00,TERÇA-FEIRA,R$ 42517,R$ 862169
2022-12-28 00:00:00,QUARTA-FEIRA,R$ 57293,R$ 894809
2022-12-29 00:00:00,QUINTA-FEIRA,R$ 11778,R$ 876543
2022-12-30 00:00:00,SEXTA-FEIRA,R$ 9046,R$ 856673
2022-12-31 00:00:00,SÁBADO,,R$ 829038
2023-01-03 00:00:00,TERÇA-FEIRA,R$ 17884,R$ 184803
2023-01-04 00:00:00,QUARTA-FEIRA,R$ 40495,R$ 452436
2023-01-05 00:00:00,QUINTA-FEIRA,R$ 13875,R$ 447975
2023-01-06 00:00:00,SEXTA-FEIRA,R$ 5982,R$ 404218
2023-01-07 00:00:00,SÁBADO,,R$ 346473
2023-01-08 00:00:00,DOMINGO,,R$ 303164
2023-01-09 00:00:00,SEGUNDA-FEIRA,R$ 19211,R$ 335651
2023-01-10 00:00:00,TERÇA-FEIRA,R$ 12817,R$ 341817
2023-01-11 00:00:00,QUARTA-FEIRA,R$ 67140,R$ 499954
2023-01-12 00:00:00,QUINTA-FEIRA,R$ 12195,R$ 489795
2023-01-13 00:00:00,SEXTA-FEIRA,R$ 7448,R$ 469880
2023-01-14 00:00:00,SÁBADO,R$ 3516,R$ 444102
2023-01-15 00:00:00,DOMINGO,,R$ 414495
2023-01-16 00:00:00,SEGUNDA-FEIRA,R$ 18139,R$ 423734
2023-01-17 00:00:00,TERÇA-FEIRA,R$ 12362,R$ 421351
2023-01-18 00:00:00,QUARTA-FEIRA,R$ 61081,R$ 503137
2023-01-19 00:00:00,QUINTA-FEIRA,R$ 6442,R$ 487166
2023-01-20 00:00:00,SEXTA-FEIRA,R$ 5627,R$ 471529
2023-01-21 00:00:00,SÁBADO,,R$ 449075
2023-01-22 00:00:00,DOMINGO,,R$ 428663
2023-01-23 00:00:00,SEGUNDA-FEIRA,R$ 7786,R$ 420519
2023-01-24 00:00:00,TERÇA-FEIRA,R$ 32748,R$ 445297
2023-01-25 00:00:00,QUARTA-FEIRA,R$ 58939,R$ 500569
2023-01-26 00:00:00,QUINTA-FEIRA,R$ 15563,R$ 499873
2023-01-27 00:00:00,SEXTA-FEIRA,R$ 12328,R$ 495513
2023-01-28 00:00:00,SÁBADO,,R$ 477816
2023-01-29 00:00:00,DOMINGO,,R$ 461339
2023-01-30 00:00:00,SEGUNDA-FEIRA,R$ 16374,R$ 462881
2023-01-31 00:00:00,TERÇA-FEIRA,R$ 58346,R$ 506296
2023-02-01 00:00:00,QUARTA-FEIRA,R$ 14387,R$ 402830
2023-02-02 00:00:00,QUINTA-FEIRA,R$ 10118,R$ 343062
2023-02-03 00:00:00,SEXTA-FEIRA,R$ 13798,R$ 357490
2023-02-04 00:00:00,SÁBADO,,R$ 268118
2023-02-05 00:00:00,DOMINGO,,R$ 214494
2023-02-06 00:00:00,SEGUNDA-FEIRA,,R$ 178745
2023-02-07 00:00:00,TERÇA-FEIRA,R$ 21307,R$ 238436
2023-02-08 00:00:00,QUARTA-FEIRA,R$ 35199,R$ 331828
2023-02-09 00:00:00,QUINTA-FEIRA,R$ 71111,R$ 516192
2023-02-10 00:00:00,SEXTA-FEIRA,R$ 14965,R$ 506476
2023-02-11 00:00:00,SÁBADO,R$ 905,R$ 462736
2023-02-12 00:00:00,DOMINGO,,R$ 424175
2023-02-13 00:00:00,SEGUNDA-FEIRA,R$ 26320,R$ 448235
2023-02-14 00:00:00,TERÇA-FEIRA,R$ 17021,R$ 450260
2023-02-15 00:00:00,QUARTA-FEIRA,R$ 26670,R$ 470028
2023-02-16 00:00:00,QUINTA-FEIRA,R$ 20652,R$ 476791
2023-02-17 00:00:00,SEXTA-FEIRA,R$ 27514,R$ 494062
2023-02-18 00:00:00,SÁBADO,,R$ 466614
2023-02-19 00:00:00,DOMINGO,,R$ 442056
2023-02-20 00:00:00,SEGUNDA-FEIRA,,R$ 419953
2023-02-21 00:00:00,TERÇA-FEIRA,,R$ 399955
2023-02-22 00:00:00,QUARTA-FEIRA,R$ 61639,R$ 460225
2023-02-23 00:00:00,QUINTA-FEIRA,R$ 18634,R$ 462900
2023-02-24 00:00:00,SEXTA-FEIRA,R$ 22436,R$ 469787
2023-02-25 00:00:00,SÁBADO,R$ 204,R$ 451224
2023-02-26 00:00:00,DOMINGO,,R$ 433869
2023-02-27 00:00:00,SEGUNDA-FEIRA,R$ 25701,R$ 444453
2023-02-28 00:00:00,TERÇA-FEIRA,R$ 25924,R$ 454504
2023-03-01 00:00:00,QUARTA-FEIRA,R$ 20655,R$ 640308
2023-03-02 00:00:00,QUINTA-FEIRA,R$ 17867,R$ 597085
2023-03-03 00:00:00,SEXTA-FEIRA,R$ 4814,R$ 447799
2023-03-04 00:00:00,SÁBADO,,R$ 335850
2023-03-05 00:00:00,DOMINGO,,R$ 268680
2023-03-06 00:00:00,SEGUNDA-FEIRA,R$ 17885,R$ 316306
2023-03-07 00:00:00,TERÇA-FEIRA,R$ 27898,R$ 394669
2023-03-08 00:00:00,QUARTA-FEIRA,R$ 29841,R$ 460971
2023-03-09 00:00:00,QUINTA-FEIRA,R$ 23719,R$ 491451
2023-03-10 00:00:00,SEXTA-FEIRA,R$ 7006,R$ 464025
2023-03-11 00:00:00,SÁBADO,R$ 3138,R$ 430686
2023-03-12 00:00:00,DOMINGO,,R$ 394795
2023-03-13 00:00:00,SEGUNDA-FEIRA,R$ 19022,R$ 409786
2023-03-14 00:00:00,TERÇA-FEIRA,R$ 38376,R$ 465491
2023-03-15 00:00:00,QUARTA-FEIRA,R$ 35576,R$ 507982
2023-03-16 00:00:00,QUINTA-FEIRA,R$ 15798,R$ 506842
2023-03-17 00:00:00,SEXTA-FEIRA,R$ 14054,R$ 502655
2023-03-18 00:00:00,SÁBADO,,R$ 474730
2023-03-19 00:00:00,DOMINGO,,R$ 449744
2023-03-20 00:00:00,SEGUNDA-FEIRA,R$ 25937,R$ 467459
2023-03-21 00:00:00,TERÇA-FEIRA,R$ 11212,R$ 461750
2023-03-22 00:00:00,QUARTA-FEIRA,R$ 32766,R$ 486932
2023-03-23 00:00:00,QUINTA-FEIRA,R$ 15042,R$ 486036
2023-03-24 00:00:00,SEXTA-FEIRA,R$ 16756,R$ 487427
2023-03-25 00:00:00,SÁBADO,,R$ 467930
2023-03-26 00:00:00,DOMINGO,,R$ 449933
2023-03-27 00:00:00,SEGUNDA-FEIRA,R$ 9666,R$ 444366
2023-03-28 00:00:00,TERÇA-FEIRA,R$ 40972,R$ 473858
2023-03-29 00:00:00,QUARTA-FEIRA,R$ 42837,R$ 503309
2023-03-30 00:00:00,QUINTA-FEIRA,R$ 19963,R$ 507161
2023-03-31 00:00:00,SEXTA-FEIRA,R$ 29079,R$ 519880
2023-04-03 00:00:00,SEGUNDA-FEIRA,R$ 15594,R$ 155941
2023-04-04 00:00:00,TERÇA-FEIRA,R$ 32233,R$ 358706
2023-04-05 00:00:00,QUARTA-FEIRA,R$ 44942,R$ 556617
2023-04-06 00:00:00,QUINTA-FEIRA,R$ 6755,R$ 497623
2023-04-07 00:00:00,SEXTA-FEIRA,,R$ 426534
2023-04-08 00:00:00,SÁBADO,,R$ 373217
2023-04-09 00:00:00,DOMINGO,,R$ 331749
2023-04-10 00:00:00,SEGUNDA-FEIRA,R$ 7829,R$ 322060
2023-04-11 00:00:00,TERÇA-FEIRA,R$ 13127,R$ 328582
2023-04-12 00:00:00,QUARTA-FEIRA,R$ 20681,R$ 352904
2023-04-13 00:00:00,QUINTA-FEIRA,R$ 17076,R$ 365164
2023-04-14 00:00:00,SEXTA-FEIRA,R$ 2699,R$ 344863
2023-04-15 00:00:00,SÁBADO,,R$ 321873
2023-04-16 00:00:00,DOMINGO,,R$ 301756
2023-04-17 00:00:00,SEGUNDA-FEIRA,R$ 18804,R$ 317189
2023-04-18 00:00:00,TERÇA-FEIRA,R$ 25836,R$ 342628
